genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Klebsiella,pneumoniae,SRR5387322,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-02-12,NA
Klebsiella,pneumoniae,SRR5387325,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-07,NA
Klebsiella,pneumoniae,SRR5387335,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-06,NA
Klebsiella,pneumoniae,SRR5387350,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2015-01-01,NA
Klebsiella,pneumoniae,SRR5387353,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-31,NA
Klebsiella,pneumoniae,SRR5387355,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-27,NA
Klebsiella,pneumoniae,SRR5387356,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-28,NA
Klebsiella,pneumoniae,SRR5387361,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-01,NA
Klebsiella,pneumoniae,SRR5387362,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-01,NA
Klebsiella,pneumoniae,SRR5387365,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-15,NA
Klebsiella,pneumoniae,SRR5387372,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-09,NA
Klebsiella,pneumoniae,SRR5387374,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-11,NA
Klebsiella,pneumoniae,SRR5387375,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-16,NA
Klebsiella,pneumoniae,SRR5387376,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-09,NA
Klebsiella,pneumoniae,SRR5387377,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-05,NA
Klebsiella,pneumoniae,SRR5387379,Intermediate,GEN,NA,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-09,NA
Klebsiella,pneumoniae,SRR5387390,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-12-03,NA
Klebsiella,pneumoniae,SRR5387400,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-15,NA
Klebsiella,pneumoniae,SRR5387409,Susceptible,GEN,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-24,NA
Klebsiella,pneumoniae,SRR5387411,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-30,NA
Klebsiella,pneumoniae,SRR5387419,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-30,NA
Klebsiella,pneumoniae,SRR5387421,Resistant,GEN,NA,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,28512093,NA,2014-11-26,NA
Escherichia,coli,SRR5398450,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5398452,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,drainage,USA,NA
Klebsiella,pneumoniae,SRR5420063,Intermediate,GEN,NA,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,sputum,USA,NA
Escherichia,coli,SRR5420065,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5420067,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5420068,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5420070,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,catheterized specimen,USA,NA
Escherichia,coli,SRR5420071,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,blood,USA,NA
Escherichia,coli,SRR5445911,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Klebsiella,pneumoniae,SRR5445913,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445916,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445917,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445918,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445919,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445921,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5445922,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,gall bladder,USA,NA
Acinetobacter,baumannii,SRR5445923,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,sputum,USA,NA
Acinetobacter,baumannii,SRR5445925,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Acinetobacter,baumannii,SRR5477433,Susceptible,CAZ,<=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,urine,USA,NA
Acinetobacter,baumannii,SRR5477437,Susceptible,CAZ,=,8,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,USA,NA
Escherichia,coli,SRR5482170,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,2009-10-25,NA
Salmonella,enterica,SRR5573042,Susceptible,GEN,=,0.5,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573052,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573056,Intermediate,GEN,NA,4,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573063,Susceptible,GEN,=,0.5,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573064,Resistant,GEN,NA,8,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573066,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573075,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573076,Resistant,GEN,NA,16,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573108,Susceptible,GEN,=,0.5,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573113,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573127,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573134,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,27381390,clinical sample,USA,NA
Salmonella,enterica,SRR5573144,Resistant,GEN,NA,16,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2013,27381390,clinical sample,USA,NA
Pseudomonas,aeruginosa,SRR5642371,Resistant,CAZ,NA,32,mg/L,Agar dilution,NA,CLSI,2013,NA,wound,USA,NA
Pseudomonas,aeruginosa,SRR5642372,Susceptible,CAZ,=,1,mg/L,Agar dilution,NA,CLSI,2013,NA,et tube,USA,NA
Pseudomonas,aeruginosa,SRR5642373,Intermediate,CAZ,NA,16,mg/L,Agar dilution,NA,CLSI,2013,NA,wound,USA,NA
Pseudomonas,aeruginosa,SRR5642374,Susceptible,CAZ,=,1,mg/L,Agar dilution,NA,CLSI,2013,NA,wound,USA,NA
Pseudomonas,aeruginosa,SRR5642375,Susceptible,CAZ,=,0.25,mg/L,Agar dilution,NA,CLSI,2013,NA,fasciotomy fluid,USA,NA
Pseudomonas,aeruginosa,SRR5642376,Susceptible,CAZ,=,1,mg/L,Agar dilution,NA,CLSI,2013,NA,eye drainage,USA,NA
Pseudomonas,aeruginosa,SRR5642377,Resistant,CAZ,NA,32,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642378,Susceptible,CAZ,=,0.5,mg/L,Agar dilution,NA,CLSI,2013,NA,nasopharynx,USA,NA
Pseudomonas,aeruginosa,SRR5642379,Susceptible,CAZ,=,8,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642380,Intermediate,CAZ,NA,16,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642502,Susceptible,CAZ,=,2,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642503,Resistant,CAZ,NA,32,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642504,Intermediate,CAZ,NA,16,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642507,Susceptible,CAZ,=,2,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642508,Susceptible,CAZ,=,8,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642509,Intermediate,CAZ,NA,16,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642510,Susceptible,CAZ,=,0.5,mg/L,Agar dilution,NA,CLSI,2013,NA,blood,USA,NA
Pseudomonas,aeruginosa,SRR5642511,Susceptible,CAZ,=,8,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642512,Susceptible,CAZ,=,8,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642513,Susceptible,CAZ,=,2,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642514,Susceptible,CAZ,=,4,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642515,Susceptible,CAZ,=,8,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642517,Susceptible,CAZ,=,1,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642518,Susceptible,CAZ,=,0.5,mg/L,Agar dilution,NA,CLSI,2013,NA,infection control,USA,NA
Pseudomonas,aeruginosa,SRR5642519,Resistant,CAZ,NA,32,mg/L,Agar dilution,NA,CLSI,2013,NA,sinus,USA,NA
Klebsiella,pneumoniae,SRR5658721,Susceptible,GEN,=,2,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,NA
Klebsiella,pneumoniae,SRR5658733,Susceptible,GEN,=,2,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,NA
Klebsiella,pneumoniae,SRR5659146,Susceptible,GEN,<=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,Urine,USA,NA
Escherichia,coli,SRR5724753,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP020051,NA,CP020050
Escherichia,coli,SRR5740776,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,CP020060
Escherichia,coli,SRR5740850,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,CP020057
Escherichia,coli,SRR5740852,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,CP020119,NA,CP020118
Klebsiella,pneumoniae,SRR5742247,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021546,NA,CP021545
Klebsiella,pneumoniae,SRR5742257,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021754,NA,CP021753
Escherichia,coli,SRR5742259,Intermediate,GEN,NA,4,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021735,NA,CP021734
Escherichia,coli,SRR5742589,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021538,NA,CP021537
Escherichia,coli,SRR5746514,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021882,NA,CP021881
Escherichia,coli,SRR5749732,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,NA
Escherichia,coli,SRR5750295,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021721,NA,CP021720
Escherichia,coli,SRR5750456,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,CP021534
Escherichia,coli,SRR5750458,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021739,NA,CP021738
Escherichia,coli,SRR5750471,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,CP021693
Escherichia,coli,SRR5750477,Susceptible,GEN,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021682,NA,CP021681
Escherichia,coli,SRR5750770,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021938,NA,CP021937
Klebsiella,pneumoniae,SRR5753142,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,CP021760,NA,CP021759
Escherichia,coli,SRR5806867,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5806874,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,aspirate,USA,NA
Escherichia,coli,SRR5806875,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5806876,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Klebsiella,pneumoniae,SRR5806877,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,sputum,USA,NA
Escherichia,coli,SRR5806879,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5806880,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,bile,USA,NA
Escherichia,coli,SRR5810504,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810505,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810510,Intermediate,GEN,NA,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810511,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810512,Intermediate,GEN,NA,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810513,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR5810514,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Neisseria,gonorrhoeae,SRR5827018,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827020,Intermediate,TET,Neisseria gonorrhoeae,1.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827021,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827022,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827023,Susceptible,TET,NA,0.06,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827024,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827026,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827030,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827033,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827034,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827035,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827036,Susceptible,TET,NA,0.06,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827037,Intermediate,TET,Neisseria gonorrhoeae,1.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827040,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827042,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827045,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827046,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827049,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827050,Resistant,TET,Neisseria gonorrhoeae,16.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827055,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827056,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827061,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827063,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827064,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827065,Resistant,TET,Neisseria gonorrhoeae,8.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827066,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827067,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827068,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827072,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827076,Intermediate,TET,Neisseria gonorrhoeae,1.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827077,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827080,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827081,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827083,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827086,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827087,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827088,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827089,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827090,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827092,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827094,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827097,Resistant,TET,Neisseria gonorrhoeae,16.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827099,Resistant,TET,Neisseria gonorrhoeae,32.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827103,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827104,Intermediate,TET,Neisseria gonorrhoeae,1.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827111,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827112,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827115,Resistant,TET,Neisseria gonorrhoeae,8.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827116,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827117,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827118,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827119,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827120,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827124,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827125,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827126,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827137,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827138,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827141,Resistant,TET,Neisseria gonorrhoeae,2.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827142,Intermediate,TET,Neisseria gonorrhoeae,0.50,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827143,Susceptible,TET,NA,0.12,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827145,Susceptible,TET,NA,0.25,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827148,Resistant,TET,Neisseria gonorrhoeae,32.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827149,Resistant,TET,Neisseria gonorrhoeae,16.00,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
Neisseria,gonorrhoeae,SRR5827150,Susceptible,TET,NA,0.06,mg/L,Agar dilution,NA,CLSI,2013,32602459,NA,New Zealand,NA
